P81	5639957.12	7427252.84
P82	5639954.39	7427254.97
P83	5639952.03	7427256.60
P84	5639964.21	7427281.30
P85	5639980.98	7427287.12
P86	5639985.48	7427283.40
P87	5639980.96	7427277.29
P88	5639983.46	7427274.42
P89	5639987.84	7427275.18
P90	5639992.23	7427280.61
P91	5639994.29	7427285.58
P92	5639990.32	7427289.97
P93	5639986.84	7427291.09
P94	5639967.71	7427303.97
P95	5639974.09	7427305.29
P96	5639969.69	7427305.86
P97	5640010.10	7427310.39
P98	5640013.05	7427307.04
P99	5640044.24	7427306.96
P100	5640055.48	7427301.25
P101	5640049.35	7427294.39
P102	5640054.53	7427288.37
P103	5640063.35	7427297.81
P104	5640066.50	7427291.99
P105	5640068.75	7427289.54
P106	5640067.72	7427306.15
P107	5640064.38	7427311.53
P108	5640060.86	7427313.19
P109	5640067.91	7427328.05
P110	5640043.43	7427322.64
P111	5640041.53	7427326.69
P112	5640039.09	7427329.76
P113	5640058.12	7427342.77
P114	5640086.31	7427302.69
P115	5640081.51	7427300.23
P116	5640092.07	7427310.48
P117	5640073.63	7427344.14
P118	5640064.15	7427345.36
P119	5640070.08	7427345.72
P120	5640099.72	7427376.58
P121	5640103.99	7427371.57
P122	5640102.39	7427378.05
P123	5639999.42	7427272.99
P124	5640001.71	7427272.00
P125	5639995.41	7427267.20
P126	5639997.55	7427255.92
P127	5639999.95	7427264.76
P128	5639999.80	7427256.09
P129	5640005.08	7427269.93
P130	5640007.68	7427266.61
P131	5640004.06	7427251.11
P132	5622629.68	7433027.75
P133	5622624.34	7433039.66
P134	5622611.60	7433053.99
P135	5622593.93	7433048.82
P136	5622589.98	7433056.02
P137	5622584.68	7433041.12
P138	5622579.11	7433040.89
P139	5622594.70	7433020.73
P140	5622598.32	7433014.34
P141	5622582.26	7433009.93
P142	5622575.85	7433019.61
P143	5622573.26	7433002.47
P144	5622608.39	7432997.67
P145	5622641.36	7433060.91
P146	5622649.22	7433060.28
P147	5622653.45	7433053.61
P148	5622636.91	7433041.01
P149	5638988.01	7422043.57
P150	5638965.58	7422025.12
P151	5638943.87	7422016.89
P152	5638935.78	7422030.23
P153	5638982.59	7422082.63
P154	5638969.46	7422075.41
P155	5638951.59	7422085.42
P156	5638967.74	7422096.57
P157	5638937.17	7422094.49
P158	5638953.14	7422005.49
P159	5638956.91	7421986.90
P160	5638952.06	7421978.28
P161	5638924.70	7422022.31
P162	5641566.89	7428531.30
P163	5641169.67	7428204.13
P164	5641312.24	7428433.37
P165	5641447.68	7428654.44
P166	5641439.77	7428646.33
P167	5641178.13	7428249.54
P168	5641179.72	7428249.52
P169	5641184.86	7428246.32
P170	5641184.15	7428246.90
P171	5641190.16	7428241.11
P172	5641192.56	7428238.36
P173	5641194.31	7428238.14
P174	5641215.47	7428255.34
P175	5641215.72	7428260.27
P176	5641210.92	7428277.85
P177	5641222.73	7428295.30
P178	5641245.66	7428305.00
P179	5641247.58	7428302.06
P180	5641246.95	7428298.86
P181	5641246.19	7428282.27
P182	5641248.67	7428282.24
P183	5641271.64	7428325.19
P184	5641294.12	7428344.98
P185	5641295.64	7428344.73
P186	5641297.56	7428343.99
P187	5641299.27	7428340.79
P188	5641298.45	7428328.23
P189	5641301.03	7428326.24
P190	5641302.33	7428326.01
P191	5641328.46	7428347.47
P192	5641324.45	7428360.15
P193	5641322.91	7428367.90
P194	5641342.44	7428384.65
P195	5641343.81	7428384.12
P196	5641348.16	7428379.96
P197	5641349.19	7428377.95
P198	5641354.13	7428372.30
P199	5641382.09	7428391.19
P200	5641375.11	7428397.84
P201	5641373.11	7428399.88
P202	5641366.20	7428405.03
P203	5641365.36	7428406.53
P204	5641443.34	7428639.64
P205	5641397.03	7428463.93
P206	5641396.44	7428462.73
P207	5641395.63	7428461.70
P208	5641383.66	7428436.75
P209	5641347.86	7428445.98
P210	5641323.48	7428453.57
P211	5641314.10	7428442.10
P212	5641292.44	7428467.95
P213	5641276.45	7428437.78
P214	5641260.93	7428408.64
P215	5641245.41	7428378.64
P216	5641227.14	7428344.03
P217	5641260.29	7428331.68
P218	5641275.99	7428362.36
P219	5641291.82	7428393.61
P220	5641316.46	7428385.30
P221	5641330.54	7428422.76
P222	5641363.05	7428474.62
P223	5641363.98	7428476.41
P224	5641359.27	7428490.44
P225	5641343.28	7428485.59
P226	5641342.40	7428483.56
P227	5641307.60	7428496.59
P228	5641321.48	7428523.48
P229	5641354.45	7428513.40
P230	5641377.29	7428502.53
P231	5641409.73	7428486.89
P232	5641426.65	7428518.43
P233	5641362.59	7428533.08
P234	5641369.60	7428544.07
P235	5641339.41	7428556.49
P236	5641389.62	7428579.84
P237	5641413.24	7428570.65
P238	5641448.11	7428560.78
P239	5641520.69	7428569.15
P240	5641533.83	7428589.64
P241	5641521.95	7428598.71
P242	5641529.81	7428597.07
P243	5641529.43	7428598.93
P244	5641531.80	7428602.94
P245	5641532.76	7428603.37
P246	5641505.33	7428614.80
P247	5641511.00	7428592.25
P248	5641507.24	7428594.30
P249	5641486.20	7428575.95
P250	5641476.01	7428589.75
P251	5641485.74	7428623.94
P252	5641476.57	7428609.32
P253	5641483.99	7428624.71
P254	5641486.54	7428625.65
P255	5641484.04	7428627.52
P256	5641480.42	7428630.54
P257	5641472.81	7428644.86
P258	5641475.75	7428641.20
P259	5641479.18	7428633.31
P260	5641466.58	7428636.52
P261	5641457.32	7428647.04
P262	5641457.48	7428629.15
P263	5641455.60	7428601.03
P264	5641437.73	7428621.08
P265	5641449.65	7428633.44
P266	5641450.73	7428647.84
P267	5641442.62	7428668.63
P268	5641441.10	7428666.90
P269	5641438.23	7428663.60
P270	5641437.72	7428662.09
P271	5641418.14	7428636.39
P272	5641433.97	7428616.56
P273	5641536.28	7428595.18
P274	5641535.56	7428597.29
P275	5641531.88	7428588.39
P276	5641507.90	7428587.43
P277	5641525.38	7428594.52
P278	5641516.85	7428595.92
P279	5641513.17	7428602.05
P280	5641496.48	7428603.24
P281	5641517.50	7428607.94
P282	5641499.41	7428609.76
P283	5641480.18	7428620.63
P284	5641472.28	7428583.64
P285	5641459.78	7428629.61
P286	5641455.58	7428621.73
P287	5641469.46	7428603.28
P288	5641478.30	7428619.28
P289	5641439.77	7428646.33
P290	5641483.23	7428626.17
P291	5641484.06	7428628.04
P292	5641456.19	7428594.72
P293	5641448.62	7428605.07
P294	5641446.18	7428626.67
P295	5641450.47	7428634.62
P296	5641443.84	7428640.28
P297	5641432.22	7428606.64
P298	5641420.60	7428584.55
P299	5641397.95	7428595.71
P300	5641413.51	7428623.77
P301	5641428.53	7428652.30
P302	5641428.53	7428652.30
P303	5641431.41	7428657.18
P304	5641432.72	7428659.31
P305	5639789.44	7426949.89
P306	5628819.35	7423187.68
P307	5628803.25	7423201.64
P308	5628816.61	7423231.61
P309	5628802.44	7423224.17
P310	5628795.87	7423219.20
P311	5628801.48	7423242.55
P312	5628792.65	7423234.80
P313	5628823.27	7423253.08
P314	5628772.62	7423237.76
P315	5628795.39	7423253.94
P316	5628785.15	7423261.26
P317	5628804.69	7423287.07
P318	5628762.98	7423248.47
P319	5628755.98	7423244.56
P320	5628745.22	7423255.87
P321	5628844.65	7423241.83
P322	5633322.66	7435960.64
P323	5633319.92	7435960.05
P324	5633315.93	7435959.44
P325	5633314.23	7435958.95
P326	5633304.04	7435950.00
P327	5633281.28	7435958.36
P328	5633273.03	7435943.71
P329	5633273.15	7435935.68
P330	5633256.44	7435935.14
P331	5633242.42	7435931.33
P332	5633268.51	7435931.24
P333	5633283.89	7435931.65
P334	5633298.87	7435931.15
P335	5633318.63	7435930.68
P336	5633323.37	7435930.77
P337	5633327.55	7435930.39
P338	5633329.78	7435930.14
P339	5633335.83	7435906.10
P340	5633344.85	7435899.10
P341	5633335.27	7435900.46
P342	5633331.14	7435900.30
P343	5633343.91	7435874.97
P344	5633345.97	7435867.92
P345	5633349.41	7435847.11
P346	5633345.34	7435845.99
P347	5633349.62	7435831.97
P348	5633353.53	7435832.51
P349	5633328.09	7435904.93
P350	5633300.92	7435905.15
P351	5633268.37	7435905.58
P352	5633236.72	7435905.98
P353	5633212.47	7435906.25
P354	5633213.67	7435932.36
P355	5633214.14	7435943.24
P356	5633205.08	7435875.81
P357	5633222.51	7435874.92
P358	5633241.64	7435876.19
P359	5633240.87	7435853.79
P360	5633223.93	7435840.78
P361	5633270.92	7435849.67
P362	5633272.78	7435875.42
P363	5633311.17	7435875.07
P364	5633313.49	7435851.78
P365	5633340.84	7435853.89
P366	5633336.00	7435875.61
P367	5631741.21	7431551.27
P368	5631792.70	7431458.29
P369	5631783.96	7431719.63
P370	5631779.19	7431717.21
P371	5631776.35	7431715.34
P372	5631779.10	7431705.74
P373	5631781.96	7431695.21
P374	5631789.73	7431681.64
P375	5631794.93	7431667.64
P376	5631796.21	7431695.35
P377	5631808.27	7431683.26
P378	5631807.55	7431669.64
P379	5631814.98	7431652.38
P380	5631819.56	7431638.05
P381	5631825.42	7431627.74
P382	5631829.99	7431612.82
P383	5631835.42	7431609.69
P384	5631830.62	7431620.44
P385	5631841.92	7431625.78
P386	5631841.92	7431640.04
P387	5631811.95	7431633.65
P388	5631814.68	7431623.06
P389	5631821.41	7431607.16
P390	5631823.76	7431590.66
P391	5631805.66	7431641.83
P392	5631796.03	7431642.62
P393	5631803.64	7431646.71
P394	5631802.24	7431654.94
P395	5631803.52	7431635.04
P396	5631806.88	7431626.03
P397	5631859.54	7431512.57
P398	5631849.53	7431516.47
P399	5631848.39	7431525.60
P400	5631853.14	7431529.14
P401	5631844.03	7431551.30
P402	5631837.79	7431569.61
P403	5631826.88	7431585.38
P404	5631822.69	7431575.08
P405	5631853.45	7431571.36
P406	5631852.15	7431561.05
P407	5631869.31	7431515.71
P408	5631876.65	7431477.38
P409	5631869.65	7431493.75
P410	5631866.72	7431501.40
P411	5631856.75	7431514.88
P412	5631850.86	7431513.09
P413	5631858.32	7431511.26
P414	5631860.20	7431509.57
P415	5631853.41	7431508.36
P416	5631853.30	7431510.95
P417	5631810.42	7431608.34
P418	5631800.52	7431598.45
P419	5631790.98	7431595.08
P420	5631792.39	7431605.71
P421	5631790.48	7431610.19
P422	5631778.64	7431608.17
P423	5631774.99	7431602.70
P424	5631751.63	7431592.30
P425	5631778.65	7431598.20
P426	5631782.79	7431600.01
P427	5631789.81	7431627.51
P428	5631773.46	7431635.60
P429	5631775.25	7431655.37
P430	5631748.59	7431611.69
P431	5631730.25	7431607.64
P432	5631708.25	7431615.86
P433	5631670.85	7431594.66
P434	5631787.80	7431575.90
P435	5631791.55	7431577.30
P436	5631773.33	7431567.00
P437	5631761.21	7431560.62
P438	5631799.06	7431574.77
P439	5631812.28	7431577.14
P440	5631754.67	7431563.36
P441	5631751.31	7431571.12
P442	5631745.81	7431555.64
P443	5631747.89	7431548.76
P444	5631742.96	7431541.83
P445	5631735.88	7431537.65
P446	5631717.88	7431547.03
P447	5631707.14	7431544.08
P448	5631711.44	7431553.01
P449	5631708.90	7431558.31
P450	5631731.44	7431573.60
P451	5631717.55	7431577.87
P452	5631699.18	7431567.63
P453	5631698.75	7431559.19
P454	5631685.50	7431568.08
P455	5631683.47	7431591.88
P456	5631691.81	7431598.56
P457	5631703.96	7431603.28
P458	5631669.94	7431622.43
P459	5631652.93	7431627.19
P460	5631662.37	7431612.16
P461	5631665.22	7431606.99
P462	5631662.93	7431593.79
P463	5631676.86	7431565.30
P464	5631711.44	7431524.10
P465	5631765.31	7431543.11
P466	5631781.39	7431556.79
P467	5631782.68	7431567.58
P468	5631802.14	7431564.37
P469	5631811.73	7431570.01
P470	5631810.42	7431544.65
P471	5631797.98	7431543.77
P472	5631790.32	7431535.55
P473	5631807.89	7431521.92
P474	5631821.14	7431519.64
P475	5631817.80	7431510.87
P476	5631836.90	7431519.60
P477	5631840.51	7431514.04
P478	5631820.25	7431505.23
P479	5631809.43	7431504.80
P480	5631803.53	7431498.50
P481	5631789.78	7431503.43
P482	5631781.99	7431507.99
P483	5631773.07	7431491.37
P484	5631778.69	7431489.69
P485	5631801.95	7431484.59
P486	5631809.26	7431468.84
P487	5631815.78	7431439.44
P488	5631812.46	7431432.58
P489	5631805.38	7431434.35
P490	5631801.09	7431448.78
P491	5631797.39	7431466.71
P492	5631859.66	7431504.84
P493	5631886.13	7431486.67
P494	5631872.93	7431465.48
P495	5631855.36	7431469.73
P496	5631835.37	7431445.75
P497	5631819.99	7431470.79
P498	5631834.40	7431471.50
P499	5631790.55	7431424.04
P500	5631796.95	7431421.89
P501	5631791.60	7431428.03
P502	5631797.14	7431435.63
P503	5631767.41	7431430.24
P504	5631767.94	7431446.13
P505	5631749.43	7431475.21
P506	5631746.65	7431458.26
P507	5631739.50	7431472.96
P508	5631782.59	7431397.83
P509	5631820.14	7431481.21
P510	5631819.65	7431494.28
P511	5631823.20	7431499.38
P512	5631808.59	7431490.87
P513	5631810.11	7431491.97
P514	5631809.35	7431487.02
P515	5631811.00	7431486.84
P516	5631810.91	7431479.20
P517	5631812.78	7431476.45
P518	5631811.64	7431473.32
P519	5631871.30	7431511.49
P520	5631902.12	7431463.99
P521	5631850.83	7431442.03
P522	5631851.90	7431435.73
P523	5631783.11	7431527.33
P524	5631845.60	7431488.92
P525	5628561.26	7432904.20
P526	5628561.05	7432914.75
P527	5628564.60	7432928.26
P528	5628558.79	7432926.96
P529	5628556.79	7432941.26
P530	5628554.68	7432951.25
P531	5628548.89	7432971.08
P532	5628546.30	7432983.03
P533	5628550.38	7432981.46
P534	5628533.58	7432971.04
P535	5628536.01	7432962.63
P536	5628537.58	7432953.17
P537	5628539.57	7432943.34
P538	5628544.60	7432920.47
P539	5628546.92	7432903.35
P540	5628548.82	7432904.39
P541	5628553.74	7432910.62
P542	5628543.55	7432953.87
P543	5628544.13	7432901.67
P544	5628537.64	7432932.38
P545	5628532.83	7432956.34
P546	5628530.54	7432966.51
P547	5628522.92	7432946.91
P548	5628518.63	7432954.77
P549	5628511.52	7432954.73
P550	5628509.15	7432949.50
P551	5628516.25	7432929.23
P552	5628493.52	7432871.51
P553	5628466.72	7432934.80
P554	5628457.67	7432927.25
P555	5628461.37	7432906.73
P556	5628465.65	7432879.80
P557	5628470.07	7432857.74
P558	5628523.78	7432929.10
P559	5628540.19	7432923.85
P560	5638564.77	7423845.69
P561	5638558.32	7423848.36
P562	5638554.93	7423847.80
P563	5638553.50	7423846.88
P564	5638550.56	7423847.50
P565	5638546.80	7423838.47
P566	5638549.97	7423829.35
P567	5638572.28	7423835.14
P568	5638574.30	7423849.22
P569	5638571.13	7423850.72
P570	5638588.33	7423846.99
P571	5638300.43	7424584.82
P572	5638290.63	7424585.43
P573	5638285.67	7424580.87
P574	5638291.67	7424567.19
P575	5638283.56	7424648.76
P576	5638280.81	7424611.11
P577	5638279.30	7424602.33
P578	5638285.33	7424610.22
P579	5638291.93	7424612.94
P580	5638288.46	7424609.22
P581	5638287.32	7424599.43
P582	5638301.61	7424595.65
P583	5637327.31	7425441.45
P584	5637324.28	7425436.84
P585	5637324.94	7425422.20
P586	5637335.49	7425426.16
P587	5637309.86	7425437.85
P588	5637311.72	7425457.19
P589	5636410.25	7424733.70
P590	5636662.78	7425351.50
P591	5636639.65	7425296.80
P592	5636636.20	7425287.88
P593	5636633.48	7425281.82
P594	5636616.45	7425235.22
P595	5636610.13	7425291.57
P596	5636661.73	7425305.08
P597	5636659.46	7425303.13
P598	5636657.55	7425300.44
P599	5636654.38	7425297.93
P600	5636662.42	7425280.64
P601	5636667.34	7425281.68
P602	5636711.90	7425411.67
P603	5636708.59	7425418.78
P604	5636712.47	7425428.13
P605	5636716.73	7425428.29
P606	5636720.38	7425427.64
P607	5636724.48	7425426.07
P608	5636695.98	7425429.88
P609	5636726.42	7425500.39
P610	5636725.12	7425519.89
P611	5638276.36	7424591.64
P612	5637321.25	7425421.15
P613	5636634.80	7425284.16
P614	5636692.58	7425441.48
P615	5638535.82	7423850.05
P616	5638521.85	7423844.38
P617	5638514.67	7423862.21
P618	5637811.89	7424718.29
P619	5637369.53	7425254.70
P620	5636679.94	7425393.90
P621	5636679.94	7425393.90
P622	5636679.94	7425393.90
P623	5636434.60	7424809.64
P624	5636434.60	7424809.64
P625	5624935.35	7428424.27
P626	5624903.62	7428377.72
P627	5624908.97	7428378.02
P628	5624933.90	7428380.12
P629	5624934.81	7428376.61
P630	5624935.18	7428374.35
P631	5624935.00	7428371.99
P632	5624959.70	7428383.57
P633	5624970.93	7428380.79
P634	5624971.18	7428378.57
P635	5624971.09	7428376.33
P636	5624979.62	7428386.20
P637	5624983.83	7428386.78
P638	5624959.71	7428398.26
P639	5624955.25	7428394.67
P640	5624951.21	7428394.64
P641	5624947.42	7428403.05
P642	5624937.34	7428406.39
P643	5624942.23	7428395.05
P644	5624932.12	7428393.16
P645	5624927.17	7428395.55
P646	5624920.55	7428410.27
P647	5624939.00	7428414.17
P648	5624953.49	7428424.41
P649	5624965.32	7428414.12
P650	5624956.32	7428415.41
P651	5624950.45	7428434.72
P652	5624933.03	7428431.28
P653	5624913.08	7428426.80
P654	5624906.18	7428441.80
P655	5624903.10	7428452.67
P656	5624903.57	7428454.03
P657	5624902.94	7428455.09
P658	5624903.55	7428455.81
P659	5624920.57	7428448.87
P660	5624921.28	7428450.19
P661	5624921.12	7428451.03
P662	5624921.76	7428451.63
P663	5624944.16	7428443.33
P664	5624944.86	7428444.09
P665	5624945.38	7428445.38
P666	5624946.93	7428445.99
P667	5624945.82	7428460.01
P668	5624926.95	7428465.31
P669	5624900.46	7428471.22
P670	5624899.39	7428456.71
P671	5624894.53	7428456.98
P672	5624893.76	7428454.51
P673	5624888.61	7428442.48
P674	5624902.11	7428427.20
P675	5624908.84	7428419.13
P676	5624913.86	7428418.50
P677	5624911.63	7428402.22
P678	5624917.26	7428386.55
P679	5624907.08	7428383.42
P680	5639792.66	7424406.20
P681	5639788.37	7424431.91
P682	5639771.02	7424477.24
P683	5639861.15	7424416.69
P684	5639785.17	7424401.63
P685	5639779.17	7424430.56
P686	5639864.36	7424482.46
P687	5639846.67	7424455.32
P688	5639758.09	7424471.40
P689	5639863.65	7424431.28
P690	5639829.00	7424421.47
P691	5639863.57	7424486.74
P692	5639774.72	7424460.28
P693	5639790.65	7424405.88
P694	5639816.99	7424410.51
P695	5639768.52	7424477.84
P696	5639821.79	7424477.22
P697	5639810.18	7424433.11
P698	5639836.77	7424474.54
P699	5639786.37	7424431.42
P700	5639788.15	7424402.41
P701	5639786.78	7424394.22
P702	5639790.99	7424402.98
P703	5639829.48	7424409.64
P704	5639787.80	7424389.34
P705	5639785.32	7424431.46
P706	5639890.75	7424462.87
P707	5639832.73	7424484.73
P708	5639763.47	7424507.90
P709	5639795.05	7424408.19
P710	5639772.33	7424509.47
P711	5639794.55	7424443.55
P712	5639782.11	7424430.43
P713	5639776.08	7424478.90
P714	5639773.50	7424478.21
P715	5639776.18	7424501.23
P716	5639805.10	7424400.96
P717	5639772.70	7424501.03
P718	5639842.31	7424416.89
P719	5639844.36	7424436.68
P720	5639893.66	7424453.99
P721	5639770.02	7424508.55
P722	5639767.21	7424507.37
P723	5639808.96	7424492.09
P724	5639814.86	7424500.05
P725	5639851.52	7424426.62
P726	5625335.97	7428954.71
P727	5625340.68	7428959.62
P728	5625365.63	7428962.68
P729	5625372.86	7428966.27
P730	5625379.98	7428965.46
P731	5625379.68	7428958.53
P732	5625327.65	7428893.03
P733	5625333.49	7428884.25
P734	5625351.56	7428868.15
P735	5625371.70	7428870.11
P736	5625382.60	7428867.28
P737	5625409.40	7428861.52
P738	5625405.61	7428929.03
P739	5625413.90	7428946.33
P740	5625401.42	7428925.40
P741	5625391.74	7428924.86
P742	5625345.93	7428919.60
P743	5625344.11	7428935.77
P744	5625333.29	7428933.59
P745	5625403.00	7428950.05
P746	5625422.90	7428922.07
P747	5625436.18	7428921.21
P748	5625423.29	7428995.74
P749	5625396.57	7428974.84
P750	5625340.37	7428948.81
P751	5625326.39	7428945.83
P752	5625332.60	7428944.56
P753	5625332.65	7428946.26
P754	5625332.31	7428949.11
P755	5625326.33	7428948.67
P756	5625342.78	7428945.33
P757	5625355.30	7428948.82
P758	5625362.82	7428951.04
P759	5625362.80	7428949.06
P760	5625362.78	7428947.12
P761	5625374.73	7428948.07
P762	5625374.93	7428950.73
P763	5625374.83	7428953.13
P764	5625380.25	7428953.95
P765	5625380.64	7428950.70
P766	5625388.74	7428950.35
P767	5625390.09	7428941.68
P768	5625391.75	7428950.77
P769	5625391.42	7428952.24
P770	5625391.54	7428953.64
P771	5625374.56	7428955.67
P772	5625374.16	7428958.42
P773	5625376.37	7428939.16
P774	5625373.52	7428937.50
P775	5625363.56	7428936.64
P776	5625361.41	7428931.42
P777	5625365.03	7428923.54
P778	5625370.26	7428921.61
P779	5625380.50	7428902.81
P780	5625367.45	7428915.32
P781	5625351.78	7428910.68
P782	5625320.90	7428957.79
P783	5638995.36	7421593.18
P784	5638978.09	7421596.33
P785	5638967.57	7421595.69
P786	5638963.81	7421582.00
P787	5638950.20	7421558.54
P788	5638975.74	7421566.32
P789	5639733.24	7429111.77
P790	5639742.08	7429115.92
P791	5639736.80	7429116.02
P792	5639739.20	7429111.27
P793	5639735.48	7429105.88
P794	5639733.04	7429100.11
P795	5639736.36	7429100.03
P796	5639732.13	7429089.72
P797	5639744.62	7429077.64
P798	5639770.72	7429075.67
P799	5639781.15	7429067.35
P800	5639724.53	7429080.52
P801	5639699.30	7429015.65
P802	5639671.36	7428958.07
P803	5639672.63	7428964.72
P804	5639670.94	7428966.77
P805	5639666.05	7428962.33
P806	5639664.09	7428964.26
P807	5639688.57	7429000.49
P808	5639718.62	7429086.61
P809	5639775.86	7429060.03
P810	5639731.06	7428989.62
P811	5639738.47	7428962.60
P812	5639704.36	7428996.54
P813	5639744.97	7429124.11
P814	5639746.66	7429131.28
P815	5639750.10	7429130.55
P816	5639746.78	7429120.98
P817	5639759.46	7429116.70
P818	5639745.25	7429112.69
P819	5639783.39	7429118.65
P820	5639751.92	7429113.32
P821	5639740.83	7429105.93
P822	5639759.18	7429084.65
P823	5639276.87	7428907.63
P824	5639345.39	7429138.62
P825	5639680.37	7428952.92
P826	5639694.00	7428964.81
P827	5639724.79	7428945.47
P828	5639711.11	7428962.53
P829	5639770.27	7429111.32
P830	5626925.47	7428786.30
P831	5626927.56	7428805.80
P832	5626917.96	7428807.65
P833	5626910.72	7428804.63
P834	5626900.62	7428812.18
P835	5626895.74	7428794.29
P836	5626854.86	7428823.30
P837	5626848.05	7428823.80
P838	5626842.94	7428824.55
P839	5626838.92	7428828.27
P840	5626832.44	7428827.72
P841	5626838.84	7428813.80
P842	5626818.03	7428831.84
P843	5626810.39	7428814.65
P844	5626766.01	7428844.07
P845	5626757.27	7428834.01
P846	5626757.84	7428842.89
P847	5626744.86	7428828.60
P848	5626744.32	7428838.29
P849	5626748.27	7428847.81
P850	5626746.39	7428849.40
P851	5626739.44	7428847.01
P852	5626725.49	7428834.67
P853	5626719.06	7428842.82
P854	5626717.40	7428853.91
P855	5626721.87	7428824.13
P856	5626940.27	7428844.31
P857	5626934.08	7428829.78
P858	5626916.89	7428864.42
P859	5626906.68	7428867.19
P860	5626897.17	7428837.51
P861	5626906.42	7428833.68
P862	5626886.90	7428839.82
P863	5626856.53	7428844.80
P864	5626861.01	7428894.90
P865	5626846.22	7428846.98
P866	5626840.76	7428850.87
P867	5626839.28	7428902.70
P868	5626814.95	7428892.23
P869	5626807.22	7428877.79
P870	5626805.77	7428901.93
P871	5626792.02	7428861.16
P872	5626756.44	7428865.99
P873	5626735.93	7428914.48
P874	5626702.86	7428878.89
P875	5626864.79	7428832.65
P876	5626855.67	7428833.71
P877	5626838.93	7428843.31
P878	5626843.44	7428843.97
P879	5626919.83	7428821.03
P880	5626914.86	7428820.58
P881	5626749.09	7428865.95
P882	5626748.75	7428864.83
P883	5626748.03	7428864.11
P884	5626748.42	7428862.69
P885	5626748.39	7428859.86
P886	5626748.41	7428857.29
P887	5626737.96	7428855.50
P888	5626759.05	7428861.34
P889	5626759.10	7428863.25
P890	5626762.40	7428863.37
P891	5626783.17	7428858.86
P892	5626782.99	7428857.72
P893	5626782.66	7428857.11
P894	5626781.93	7428855.69
P895	5626781.51	7428853.02
P896	5626781.34	7428850.47
P897	5626785.41	7428845.10
P898	5626818.44	7428838.78
P899	5626825.58	7428840.50
P900	5626832.22	7428845.68
P901	5626832.85	7428846.94
P902	5626833.15	7428848.22
P903	5626823.58	7428856.90
P904	5626799.13	7428878.72
P905	5626809.94	7428913.49
P906	5626816.38	7428946.31
P907	5626801.38	7428956.88
P908	5626789.88	7428917.31
P909	5626780.65	7428881.97
P910	5626765.60	7428883.99
P911	5626775.47	7428918.65
P912	5626786.14	7428958.91
P913	5626783.46	7428965.48
P914	5626771.14	7428967.51
P915	5626758.51	7428929.73
P916	5626745.27	7428887.57
P917	5626778.30	7428866.35
P918	5626793.55	7428862.80
P919	5627101.87	7428787.76
P920	5633439.41	7428752.00
P921	5633404.85	7428778.11
P922	5633334.21	7428830.97
P923	5633289.94	7428863.01
P924	5633269.43	7428905.26
P925	5633272.38	7428877.56
P926	5633260.28	7428906.67
P927	5633246.69	7428909.41
P928	5633237.73	7428915.34
P929	5633094.87	7429014.87
P930	5632894.66	7429165.45
P931	5632685.99	7429320.53
P932	5632814.92	7429229.18
P933	5632858.30	7429195.68
